"Plot Title: HOBO35"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 10334949, SEN S/N: 10334949)","Intensity, Lux (LGR S/N: 10334949, SEN S/N: 10334949)","Host Connected (LGR S/N: 10334949)","Coupler Attached (LGR S/N: 10334949)","End Of File (LGR S/N: 10334949)"
106,08/06/23 09:45:00 PM,30.558,0.0,,,
107,08/06/23 09:50:00 PM,30.457,0.0,,,
108,08/06/23 09:55:00 PM,30.356,0.0,,,
109,08/06/23 10:00:00 PM,30.154,0.0,,,
110,08/06/23 10:05:00 PM,30.558,0.0,,,
111,08/06/23 10:10:00 PM,30.457,0.0,,,
112,08/06/23 10:15:00 PM,30.255,0.0,,,
113,08/06/23 10:20:00 PM,30.356,0.0,,,
114,08/06/23 10:25:00 PM,30.558,0.0,,,
115,08/06/23 10:30:00 PM,30.356,0.0,,,
116,08/06/23 10:35:00 PM,30.356,0.0,,,
117,08/06/23 10:40:00 PM,30.558,0.0,,,
118,08/06/23 10:45:00 PM,30.255,0.0,,,
119,08/06/23 10:50:00 PM,30.558,0.0,,,
120,08/06/23 10:55:00 PM,30.457,0.0,,,
121,08/06/23 11:00:00 PM,30.255,0.0,,,
122,08/06/23 11:05:00 PM,30.558,0.0,,,
123,08/06/23 11:10:00 PM,30.356,0.0,,,
124,08/06/23 11:15:00 PM,30.255,0.0,,,
125,08/06/23 11:20:00 PM,30.558,0.0,,,
126,08/06/23 11:25:00 PM,30.356,0.0,,,
127,08/06/23 11:30:00 PM,30.457,0.0,,,
128,08/06/23 11:35:00 PM,30.457,0.0,,,
129,08/06/23 11:40:00 PM,30.255,0.0,,,
130,08/06/23 11:45:00 PM,30.558,0.0,,,
131,08/06/23 11:50:00 PM,30.457,0.0,,,
132,08/06/23 11:55:00 PM,30.255,0.0,,,
133,08/07/23 12:00:00 AM,30.558,0.0,,,
134,08/07/23 12:05:00 AM,30.457,0.0,,,
135,08/07/23 12:10:00 AM,30.255,0.0,,,
136,08/07/23 12:15:00 AM,30.558,0.0,,,
137,08/07/23 12:20:00 AM,30.356,0.0,,,
138,08/07/23 12:25:00 AM,30.255,0.0,,,
139,08/07/23 12:30:00 AM,30.558,0.0,,,
140,08/07/23 12:35:00 AM,30.356,0.0,,,
141,08/07/23 12:40:00 AM,30.255,0.0,,,
142,08/07/23 12:45:00 AM,30.558,0.0,,,
143,08/07/23 12:50:00 AM,30.457,0.0,,,
144,08/07/23 12:55:00 AM,30.255,0.0,,,
145,08/07/23 01:00:00 AM,30.558,0.0,,,
146,08/07/23 01:05:00 AM,30.457,0.0,,,
147,08/07/23 01:10:00 AM,30.255,0.0,,,
148,08/07/23 01:15:00 AM,30.558,0.0,,,
149,08/07/23 01:20:00 AM,30.457,0.0,,,
150,08/07/23 01:25:00 AM,30.255,0.0,,,
151,08/07/23 01:30:00 AM,30.558,0.0,,,
152,08/07/23 01:35:00 AM,30.356,0.0,,,
153,08/07/23 01:40:00 AM,30.255,0.0,,,
154,08/07/23 01:45:00 AM,30.356,0.0,,,
155,08/07/23 01:50:00 AM,30.457,0.0,,,
156,08/07/23 01:55:00 AM,30.356,0.0,,,
157,08/07/23 02:00:00 AM,30.255,0.0,,,
158,08/07/23 02:05:00 AM,30.558,0.0,,,
159,08/07/23 02:10:00 AM,30.457,0.0,,,
160,08/07/23 02:15:00 AM,30.255,0.0,,,
161,08/07/23 02:20:00 AM,30.457,0.0,,,
162,08/07/23 02:25:00 AM,30.558,0.0,,,
163,08/07/23 02:30:00 AM,30.356,0.0,,,
164,08/07/23 02:35:00 AM,30.255,0.0,,,
165,08/07/23 02:40:00 AM,30.558,0.0,,,
166,08/07/23 02:45:00 AM,30.457,0.0,,,
167,08/07/23 02:50:00 AM,30.255,0.0,,,
168,08/07/23 02:55:00 AM,30.558,0.0,,,
169,08/07/23 03:00:00 AM,30.558,0.0,,,
170,08/07/23 03:05:00 AM,30.356,0.0,,,
171,08/07/23 03:10:00 AM,30.356,0.0,,,
172,08/07/23 03:15:00 AM,30.558,0.0,,,
173,08/07/23 03:20:00 AM,30.356,0.0,,,
174,08/07/23 03:25:00 AM,30.255,0.0,,,
175,08/07/23 03:30:00 AM,30.659,0.0,,,
176,08/07/23 03:35:00 AM,30.457,0.0,,,
177,08/07/23 03:40:00 AM,30.255,0.0,,,
178,08/07/23 03:45:00 AM,30.558,0.0,,,
179,08/07/23 03:50:00 AM,30.558,0.0,,,
180,08/07/23 03:55:00 AM,30.356,0.0,,,
181,08/07/23 04:00:00 AM,30.356,0.0,,,
182,08/07/23 04:05:00 AM,30.558,0.0,,,
183,08/07/23 04:10:00 AM,30.356,0.0,,,
184,08/07/23 04:15:00 AM,30.255,0.0,,,
185,08/07/23 04:20:00 AM,30.659,0.0,,,
186,08/07/23 04:25:00 AM,30.457,0.0,,,
187,08/07/23 04:30:00 AM,30.255,0.0,,,
188,08/07/23 04:35:00 AM,30.558,0.0,,,
189,08/07/23 04:40:00 AM,30.558,0.0,,,
190,08/07/23 04:45:00 AM,30.356,0.0,,,
191,08/07/23 04:50:00 AM,30.356,0.0,,,
192,08/07/23 04:55:00 AM,30.558,0.0,,,
193,08/07/23 05:00:00 AM,30.356,0.0,,,
194,08/07/23 05:05:00 AM,30.255,0.0,,,
195,08/07/23 05:10:00 AM,30.659,0.0,,,
196,08/07/23 05:15:00 AM,30.457,0.0,,,
197,08/07/23 05:20:00 AM,30.255,0.0,,,
198,08/07/23 05:25:00 AM,30.558,0.0,,,
199,08/07/23 05:30:00 AM,30.457,0.0,,,
200,08/07/23 05:35:00 AM,30.255,0.0,,,
201,08/07/23 05:40:00 AM,30.558,0.0,,,
202,08/07/23 05:45:00 AM,30.558,0.0,,,
203,08/07/23 05:50:00 AM,30.356,0.0,,,
204,08/07/23 05:55:00 AM,30.457,0.0,,,
205,08/07/23 06:00:00 AM,30.558,0.0,,,
206,08/07/23 06:05:00 AM,30.356,0.0,,,
207,08/07/23 06:10:00 AM,30.255,0.0,,,
208,08/07/23 06:15:00 AM,30.558,0.0,,,
209,08/07/23 06:20:00 AM,30.457,0.0,,,
210,08/07/23 06:25:00 AM,30.255,0.0,,,
211,08/07/23 06:30:00 AM,30.558,0.0,,,
212,08/07/23 06:35:00 AM,30.457,0.0,,,
213,08/07/23 06:40:00 AM,30.255,0.0,,,
214,08/07/23 06:45:00 AM,30.558,21.5,,,
215,08/07/23 06:50:00 AM,30.457,75.3,,,
216,08/07/23 06:55:00 AM,30.255,96.9,,,
217,08/07/23 07:00:00 AM,30.558,96.9,,,
218,08/07/23 07:05:00 AM,30.457,96.9,,,
219,08/07/23 07:10:00 AM,30.356,96.9,,,
220,08/07/23 07:15:00 AM,30.558,118.4,,,
221,08/07/23 07:20:00 AM,30.558,150.7,,,
222,08/07/23 07:25:00 AM,30.356,150.7,,,
223,08/07/23 07:30:00 AM,30.356,150.7,,,
224,08/07/23 07:35:00 AM,30.558,183.0,,,
225,08/07/23 07:40:00 AM,30.457,226.0,,,
226,08/07/23 07:45:00 AM,30.255,258.3,,,
227,08/07/23 07:50:00 AM,30.659,279.9,,,
228,08/07/23 07:55:00 AM,30.457,312.2,,,
229,08/07/23 08:00:00 AM,30.255,473.6,,,
230,08/07/23 08:05:00 AM,30.659,430.6,,,
231,08/07/23 08:10:00 AM,30.558,441.3,,,
232,08/07/23 08:15:00 AM,30.356,559.7,,,
233,08/07/23 08:20:00 AM,30.659,742.7,,,
234,08/07/23 08:25:00 AM,30.558,710.4,,,
235,08/07/23 08:30:00 AM,30.457,656.6,,,
236,08/07/23 08:35:00 AM,30.558,990.3,,,
237,08/07/23 08:40:00 AM,30.659,667.4,,,
238,08/07/23 08:45:00 AM,30.457,914.9,,,
239,08/07/23 08:50:00 AM,30.356,818.1,,,
240,08/07/23 08:55:00 AM,30.659,914.9,,,
241,08/07/23 09:00:00 AM,30.558,1227.1,,,
242,08/07/23 09:05:00 AM,30.356,1001.0,,,
243,08/07/23 09:10:00 AM,30.760,1377.8,,,
244,08/07/23 09:15:00 AM,30.862,1722.2,,,
245,08/07/23 09:20:00 AM,30.558,1313.2,,,
246,08/07/23 09:25:00 AM,30.356,624.3,,,
247,08/07/23 09:30:00 AM,30.760,785.8,,,
248,08/07/23 09:35:00 AM,30.760,2755.6,,,
249,08/07/23 09:40:00 AM,30.457,785.8,,,
250,08/07/23 09:45:00 AM,30.558,2497.2,,,
251,08/07/23 09:50:00 AM,31.064,2755.6,,,
252,08/07/23 09:55:00 AM,30.862,3444.5,,,
253,08/07/23 10:00:00 AM,30.760,2152.8,,,
254,08/07/23 10:05:00 AM,30.659,3100.0,,,
255,08/07/23 10:10:00 AM,31.166,3272.2,,,
256,08/07/23 10:15:00 AM,30.862,1463.9,,,
257,08/07/23 10:20:00 AM,30.862,2755.6,,,
258,08/07/23 10:25:00 AM,30.760,4133.4,,,
259,08/07/23 10:30:00 AM,31.064,5166.7,,,
260,08/07/23 10:35:00 AM,31.268,4133.4,,,
261,08/07/23 10:40:00 AM,31.166,4822.3,,,
262,08/07/23 10:45:00 AM,31.064,3616.7,,,
263,08/07/23 10:50:00 AM,30.862,3100.0,,,
264,08/07/23 10:55:00 AM,30.659,2755.6,,,
265,08/07/23 11:00:00 AM,30.558,2927.8,,,
266,08/07/23 11:05:00 AM,31.064,3100.0,,,
267,08/07/23 11:10:00 AM,30.963,3272.2,,,
268,08/07/23 11:15:00 AM,30.862,2238.9,,,
269,08/07/23 11:20:00 AM,30.862,3444.5,,,
270,08/07/23 11:25:00 AM,30.558,1980.6,,,
271,08/07/23 11:30:00 AM,30.558,2238.9,,,
272,08/07/23 11:35:00 AM,30.963,3272.2,,,
273,08/07/23 11:40:00 AM,31.064,2927.8,,,
274,08/07/23 11:45:00 AM,30.963,2927.8,,,
275,08/07/23 11:50:00 AM,30.862,3444.5,,,
276,08/07/23 11:55:00 AM,30.862,2927.8,,,
277,08/07/23 12:00:00 PM,30.659,2669.5,,,
278,08/07/23 12:05:00 PM,30.659,3444.5,,,
279,08/07/23 12:10:00 PM,30.659,3788.9,,,
280,08/07/23 12:15:00 PM,30.760,3100.0,,,
281,08/07/23 12:20:00 PM,31.166,5166.7,,,
282,08/07/23 12:25:00 PM,31.268,5166.7,,,
283,08/07/23 12:30:00 PM,31.064,3100.0,,,
284,08/07/23 12:35:00 PM,30.862,2927.8,,,
285,08/07/23 12:40:00 PM,30.862,3272.2,,,
286,08/07/23 12:45:00 PM,30.760,2238.9,,,
287,08/07/23 12:50:00 PM,31.064,5166.7,,,
288,08/07/23 12:55:00 PM,31.268,6544.5,,,
289,08/07/23 01:00:00 PM,31.268,6200.0,,,
290,08/07/23 01:05:00 PM,29.352,0.0,,,
291,08/07/23 01:05:09 PM,,,Logged,,
292,08/07/23 01:05:10 PM,,,,Logged,Logged
